system_code,location_code,location_name,Managed_by_name,location_type_description,Location_Category_Description,primary_address_line_1,Website,PTO Website,PTO or Parent Coordinator contact availible?,Contact Pos,If_Contacted,If_Responded,Community_district,Council-district,Census_tract,NTA,NTA_Name,Principal_Name,Principal_title,Principal_phone_number,fax_number,Geographical_District_code,Administrative_District_Code,Administrative_District_Name,community_school_sup_name,Tier_3_Support_Location_Name,Tier_3_Support_Leader_Name,Police_precinct
31R041,R041,The Stephanie A. Vierno School,DOE,General Academic,Elementary,216 CLAWSON STREET,http://www.ps41si.org/,,0,,0,,502,50,12200,SI45,New Dorp-Midland Beach,Jennifer Logan,Principal,718-351-6777,718-667-8200,31,31,COMMUNITY SCHOOL DISTRICT 31,"GALLASSIO, VINCENZA",NYCDOE Borough Office - Staten Island,"Ramones, Kimberly",122
31R042,R042,P.S. 042 Eltingville,DOE,General Academic,Elementary,380 GENESEE AVENUE,https://www.ps42.org/,https://www.ps42.org/apps/pages/index.jsp?uREC_ID=330076&type=d,1,PTA General,1,,503,51,17012,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,Brian Sharkey,Principal,718-984-3800,718-227-6358,31,31,COMMUNITY SCHOOL DISTRICT 31,"GALLASSIO, VINCENZA",NYCDOE Borough Office - Staten Island,"Ramones, Kimberly",123
31R044,R044,P.S. 044 Thomas C. Brown,DOE,General Academic,Elementary,80 MAPLE PARKWAY,https://r044.echalksites.com/,,0,,0,,501,49,23100,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,Kasandra Lopez Garcia,I.A. Principal,718-442-0433,718-442-2323,31,31,COMMUNITY SCHOOL DISTRICT 31,"GALLASSIO, VINCENZA",NYCDOE Borough Office - Staten Island,"Ramones, Kimberly",120
31R045,R045,P.S. 045 John Tyler,DOE,General Academic,Elementary,58 LAWRENCE AVENUE,https://www.ps45r.org/,,1,Parent Coordinator,1,,501,49,12100,SI35,New Brighton-Silver Lake,Christine Chavez,Principal,718-442-6123,718-442-4141,31,31,COMMUNITY SCHOOL DISTRICT 31,"GALLASSIO, VINCENZA",NYCDOE Borough Office - Staten Island,"Ramones, Kimberly",120
31R046,R046,P.S. 046 Albert V. Maniscalco,DOE,General Academic,Elementary,41 REID AVENUE,https://www.ps46si.org/,https://www.ps46si.org/apps/pages/index.jsp?uREC_ID=2582500&type=d&pREC_ID=2260561,0,,0,,502,50,6400,SI14,Grasmere-Arrochar-Ft. Wadsworth,ANDREA MAFFEO,Principal,718-987-5155,718-987-1703,31,31,COMMUNITY SCHOOL DISTRICT 31,"GALLASSIO, VINCENZA",NYCDOE Borough Office - Staten Island,"Ramones, Kimberly",122
31R048,R048,P.S. 048 William G. Wilcox,DOE,General Academic,K-8,1050 Targee Street,https://psis48.echalksites.com/,https://psis48.echalksites.com/pta,0,,0,,502,50,5000,SI14,Grasmere-Arrochar-Ft. Wadsworth,Allison Odonnell,Principal,718-447-8323,718-815-3956,31,31,COMMUNITY SCHOOL DISTRICT 31,"GALLASSIO, VINCENZA",NYCDOE Borough Office - Staten Island,"Ramones, Kimberly",122
31R049,R049,I.S. 49 Berta A. Dreyfus,DOE,General Academic,Junior High-Intermediate-Middle,101 WARREN STREET,https://dreyfusis49.com/,,0,,0,,501,49,2900,SI37,Stapleton-Rosebank,Louis Bruschi,Principal,718-727-6040,718-876-8207,31,31,COMMUNITY SCHOOL DISTRICT 31,"GALLASSIO, VINCENZA",NYCDOE Borough Office - Staten Island,"Ramones, Kimberly",120
31R050,R050,P.S. 050 Frank Hankinson,DOE,General Academic,Elementary,200 ADELAIDE AVENUE,https://www.ps50si.org/,,1,Parent Coordinator,1,,503,50,13204,SI25,Oakwood-Oakwood Beach,Joseph Santello,Principal,718-987-0396,718-987-1925,31,31,COMMUNITY SCHOOL DISTRICT 31,"GALLASSIO, VINCENZA",NYCDOE Borough Office - Staten Island,"Ramones, Kimberly",122
31R051,R051,I.S. 051 Edwin Markham,DOE,General Academic,Junior High-Intermediate-Middle,80 WILLOWBROOK ROAD,https://www.is51.org/,https://www.is51.org/apps/pages/index.jsp?uREC_ID=326432&type=d,1,PTA General,1,,501,50,25100,SI28,Port Richmond,Nicholas Mele,Principal,718-981-0502,718-815-3957,31,31,COMMUNITY SCHOOL DISTRICT 31,"GALLASSIO, VINCENZA",NYCDOE Borough Office - Staten Island,"Ramones, Kimberly",120
31R052,R052,P.S. 052 John C. Thompson,DOE,General Academic,Elementary,450 BUEL AVENUE,https://www.ps52si.org/,,0,,0,,502,50,11201,SI36,Old Town-Dongan Hills-South Beach,Jane Mccord,Principal,718-351-5454,718-667-8900,31,31,COMMUNITY SCHOOL DISTRICT 31,"GALLASSIO, VINCENZA",NYCDOE Borough Office - Staten Island,"Ramones, Kimberly",122
31R053,R053,The Barbara Esselborn School,DOE,General Academic,Elementary,330 DURANT AVENUE,https://www.ps53r.org/,https://www.ps53r.org/pta,1,PTA General,1,,503,51,13203,SI54,Great Kills,Beth Albano,Principal,718-987-8020,718-987-3675,31,31,COMMUNITY SCHOOL DISTRICT 31,"GALLASSIO, VINCENZA",NYCDOE Borough Office - Staten Island,"Ramones, Kimberly",122
31R054,R054,P.S. 054 Charles W. Leng,DOE,General Academic,Elementary,1060 WILLOWBROOK ROAD,https://sites.google.com/ladybugs54.com/ps54website/home,https://sites.google.com/ladybugs54.com/ps54website/pta?authuser=0,0,,0,,502,50,27302,SI05,New Springville-Bloomfield-Travis,Karen Catanzaro LaRosa,Principal,718-698-0600,718-698-1736,31,31,COMMUNITY SCHOOL DISTRICT 31,"GALLASSIO, VINCENZA",NYCDOE Borough Office - Staten Island,"Ramones, Kimberly",122
31R055,R055,P.S. 055 Henry M. Boehm,DOE,General Academic,Elementary,54 OSBORNE STREET,https://www.ps55.org/,https://www.ps55.org/groups/48923/pta/pta,1,PTA President,,,503,51,15602,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,Sharon Fishman,Principal,718-697-5200,718-356-0114,31,31,COMMUNITY SCHOOL DISTRICT 31,"GALLASSIO, VINCENZA",NYCDOE Borough Office - Staten Island,"Ramones, Kimberly",123
31R056,R056,P.S. 56 The Louis Desario School,DOE,General Academic,Elementary,250 KRAMER AVENUE,https://ps56.org/,https://ps56.org/pta,0,,0,,503,51,20801,SI32,Rossville-Woodrow,PHILIP CAROLLO,Principal,718-605-1189,718-605-1195,31,31,COMMUNITY SCHOOL DISTRICT 31,"GALLASSIO, VINCENZA",NYCDOE Borough Office - Staten Island,"Ramones, Kimberly",123
31R057,R057,P.S. 057 Hubert H. Humphrey,DOE,General Academic,Elementary,140 PALMA DRIVE,http://www.publicschool57.com/,,0,,0,,501,49,4000,SI08,Grymes Hill-Clifton-Fox Hills,Karyn Lind,Principal,718-447-1191,718-720-0747,31,31,COMMUNITY SCHOOL DISTRICT 31,"GALLASSIO, VINCENZA",NYCDOE Borough Office - Staten Island,"Ramones, Kimberly",120
31R058,R058,Space Shuttle Columbia School,DOE,General Academic,Elementary,77 MARSH AVENUE,https://sites.google.com/sscolumbiaps58.org/sscolumbiaps58-org/home,https://sites.google.com/sscolumbiaps58.org/sscolumbiaps58-org/parents/pta?authuser=0,1,PTA General,1,,502,51,27702,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,Michael La Morte,Principal,718-761-2155,718-761-7384,31,31,COMMUNITY SCHOOL DISTRICT 31,"GALLASSIO, VINCENZA",NYCDOE Borough Office - Staten Island,"Ramones, Kimberly",122
31R059,R059,The Harbor View School,DOE,General Academic,Elementary,300 Richmond Terrace,https://www.theharborviewschool.org/,http://www.theharborviewschool.my-pto.org/,1,PTA General,1,,501,49,700,SI22,West New Brighton-New Brighton-St. George,Carol Mongiello,Principal,718-390-2190,718-390-2195,31,31,COMMUNITY SCHOOL DISTRICT 31,"GALLASSIO, VINCENZA",NYCDOE Borough Office - Staten Island,"Ramones, Kimberly",120
31R060,R060,P.S. 060 Alice Austen,DOE,General Academic,Elementary,55 MERRILL AVENUE,https://www.ps60.org/,https://www.ps60.org/apps/pages/index.jsp?uREC_ID=370089&type=d&termREC_ID=&pREC_ID=690522,1,PTA General,1,,502,50,29104,SI05,New Springville-Bloomfield-Travis,Donna Bonanno,I.A. Principal,718-761-3325,718-983-8534,31,31,COMMUNITY SCHOOL DISTRICT 31,"GALLASSIO, VINCENZA",NYCDOE Borough Office - Staten Island,"Ramones, Kimberly",122
31R061,R061,I.S. 061 William A Morris,DOE,General Academic,Junior High-Intermediate-Middle,445 CASTLETON AVENUE,https://williamamorrisis61.org/,,0,,0,,501,49,6700,SI35,New Brighton-Silver Lake,Susan Tronolone,Principal,718-727-8481,718-447-2112,31,31,COMMUNITY SCHOOL DISTRICT 31,"GALLASSIO, VINCENZA",NYCDOE Borough Office - Staten Island,"Ramones, Kimberly",120
31R062,R062,The Kathleen Grimm School for Leadership and Susta,DOE,General Academic,Elementary,644 Bloomingdale Road,http://www.ps62si.org/,https://www.ps62pta.com/#/,1,PTA General,1,,503,51,22600,SI11,Charleston-Richmond Valley-Tottenville,Lisa Sarnicola,Principal,718-668-8640,718-668-8645,31,31,COMMUNITY SCHOOL DISTRICT 31,"GALLASSIO, VINCENZA",NYCDOE Borough Office - Staten Island,"Ramones, Kimberly",123
31R063,R063,Marsh Avenue School for Expeditionary Learning,DOE,General Academic,Junior High-Intermediate-Middle,100 ESSEX DRIVE,https://www.maels.net/,,0,,0,,502,51,27702,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,Cara De Angelo,Principal,718-370-6850,718-370-6860,31,31,COMMUNITY SCHOOL DISTRICT 31,"GALLASSIO, VINCENZA",NYCDOE Citywide Office - Affinity Schools,NULL,121
31R065,R065,P.S. 65 The Academy of Innovative Learning,DOE,General Academic,Elementary,98 GRANT STREET,https://www.ps65si.org/,https://www.ps65si.org/pta,0,,0,,501,49,2100,SI37,Stapleton-Rosebank,SOPHIE SCAMARDELLA,Principal,718-981-5034,718-981-6109,31,31,COMMUNITY SCHOOL DISTRICT 31,"GALLASSIO, VINCENZA",NYCDOE Borough Office - Staten Island,"Ramones, Kimberly",120
31R068,R068,Port Richmond School for Visionary Learning,DOE,General Academic,Elementary,1625 FOREST AVENUE,https://www.ps68.org/,https://www.ps68.org/pta,1,PTA General,1,,501,49,24700,SI28,Port Richmond,LORRIE BROWN,Principal,718-816-3377,NULL,31,31,COMMUNITY SCHOOL DISTRICT 31,"GALLASSIO, VINCENZA",NYCDOE Borough Office - Staten Island,"Ramones, Kimberly",121
31R069,R069,P.S. 069 Daniel D. Tompkins,DOE,General Academic,Elementary,144 KEATING PLACE,https://www.ps69.org/,https://www.ps69.org/apps/pages/index.jsp?uREC_ID=382867&type=d,1,PTA General,1,,502,51,27705,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,DOREEN MURPHY,Principal,718-698-6661,718-698-1903,31,31,COMMUNITY SCHOOL DISTRICT 31,"GALLASSIO, VINCENZA",NYCDOE Borough Office - Staten Island,"Ramones, Kimberly",122
31R072,R072,I.S. 072 Rocco Laurie,DOE,General Academic,Junior High-Intermediate-Middle,33 FERNDALE AVENUE,https://www.is72.org/,https://www.is72.org/pta,1,PTA General,1,,502,51,27706,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,Jessica Susca,I.A. Principal,718-698-5757,718-761-5928,31,31,COMMUNITY SCHOOL DISTRICT 31,"GALLASSIO, VINCENZA",NYCDOE Borough Office - Staten Island,"Ramones, Kimberly",122
31R074,R074,P.S. 74 Future Leaders Elementary School,DOE,General Academic,Elementary,211 DANIEL LOW TERRACE,https://www.flesonline.org/,https://www.flesonline.org/family-communication,0,,0,,501,49,1100,SI22,West New Brighton-New Brighton-St. George,Nicole Reidchristopher,Principal,718-727-5380,718-727-5386,31,31,COMMUNITY SCHOOL DISTRICT 31,"GALLASSIO, VINCENZA",NYCDOE Borough Office - Staten Island,"Ramones, Kimberly",120
31R075,R075,I.S. 075 Frank D. Paulo,DOE,General Academic,Junior High-Intermediate-Middle,455 HUGUENOT AVENUE,https://www.is75.org/,https://www.is75.org/apps/pages/index.jsp?uREC_ID=2640651&type=d&pREC_ID=2272598,0,,0,,503,51,17010,SI48,Arden Heights,KENNETH ZAPATA,Principal,718-701-6343,718-701-6351,31,31,COMMUNITY SCHOOL DISTRICT 31,"GALLASSIO, VINCENZA",NYCDOE Borough Office - Staten Island,"Ramones, Kimberly",123
31R078,R078,P.S. 78,DOE,General Academic,Elementary,100 TOMPKINS AVENUE,https://www.ps78r.com/,https://www.ps78r.com/updates.html,0,,0,,501,49,2900,SI37,Stapleton-Rosebank,Jodi Contento,Principal,718-442-3094,718-442-3904,31,31,COMMUNITY SCHOOL DISTRICT 31,"GALLASSIO, VINCENZA",NYCDOE Borough Office - Staten Island,"Ramones, Kimberly",120
31R080,R080,The Michael J. Petrides School,DOE,General Academic,K-12 all grades,715 OCEAN TERRACE,https://www.petridesschool.com/petrides,https://www.petridesschool.com/domain/289,1,PTA General,1,,502,50,17700,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,JOANNE BUCKHEIT,Principal,718-815-0186,718-815-9638,31,31,COMMUNITY SCHOOL DISTRICT 31,"GALLASSIO, VINCENZA",NYCDOE Borough Office - Staten Island,"Ramones, Kimberly",122
75R373,R373,P.S. R373,DOE,Special Education,K-8,91 HENDERSON AVENUE,https://www.p373r.com/,https://www.p373r.com/PTA,0,,0,,501,49,8100,SI22,West New Brighton-New Brighton-St. George,Paulette Benevento,Principal,718-816-8897,718-727-6867,31,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",D75 CITYWIDE BCO,Tillman Roberto,120
75R721,R721,The Richard H. Hungerford School,DOE,Special Education,Secondary School,155 TOMPKINS AVENUE,https://www.hungerfordschool.org/,,0,,0,,501,49,2700,SI37,Stapleton-Rosebank,KRISTIN MCHUGH,Principal,718-273-8622,718-727-6994,31,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",D75 CITYWIDE BCO,Tillman Roberto,120
31R861,R861,Staten Island School of Civic Leadership,DOE,General Academic,K-8,280 REGIS DRIVE,https://sites.google.com/a/sisclnyc.com/home/,https://sisclpta.com/,1,PTA General,1,,501,49,30301,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,Donna Nilsen,Principal,718-697-5250,718-697-5260,31,31,COMMUNITY SCHOOL DISTRICT 31,"GALLASSIO, VINCENZA",NYCDOE Borough Office - Staten Island,"Ramones, Kimberly",120
09X011,X011,P.S. 011 Highbridge,DOE,General Academic,Elementary,1257 OGDEN AVENUE,https://ps11xhighbridge.wixsite.com/ps11x,https://ps11xhighbridge.wixsite.com/ps11x/parents,1,Parent Coordinator,1,,204,16,20100,BX26,Highbridge,JOAN KONG,Principal,718-681-7553,718-681-7711,9,9,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",44
75X017,X017,P.S. X017,DOE,Special Education,K-8,778 FOREST AVENUE,http://p017x.org/,http://p017x.org/pa.html,1,PA President,1,,201,17,7700,BX34,Melrose South-Mott Haven North,MARLIN HOGGARD,Principal,718-665-5617,718-665-6372,7,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",D75 CITYWIDE BCO,Tillman Roberto,40
07X018,X018,P.S. 018 John Peter Zenger,DOE,General Academic,Elementary,502 MORRIS AVENUE,https://www.ps18x.com/,https://www.ps18x.com/parent_teacher_association_pta,1,Parent Coordinator,1,,201,8,5100,BX39,Mott Haven-Port Morris,Lauren Sewell Walker,Principal,718-292-2868,718-292-2862,7,7,COMMUNITY SCHOOL DISTRICT 07,"ALVAREZ, RAFAEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",40
11X019,X019,P.S. 019 Judith K. Weiss,DOE,General Academic,K-8,4318 KATONAH AVENUE,https://www.ps19.us/,,1,Parent Coordinator,1,,212,11,45102,BX62,Woodlawn-Wakefield,Ellen Obrien,I.A. Principal,718-324-1924,718-994-9132,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",47
08X036,X036,P.S. 036 Unionport,DOE,General Academic,Elementary,1070 CASTLE HILL AVENUE,https://www.ps36x.org/,,1,Parent Coordinator,1,,209,18,7800,BX59,Westchester-Unionport,Elvira Maresca,Principal,718-822-5345,718-239-6390,8,8,COMMUNITY SCHOOL DISTRICT 08,"TOBIA, ERIKA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",43
10X037,X037,P.S. X037 - Multiple Intelligence School,DOE,General Academic,K-8,360 WEST 230 STREET,https://sites.google.com/psms37bronx.org/home/home,,1,Parent Coordinator,1,,208,11,29302,BX29,Spuyten Duyvil-Kingsbridge,KENNETH PETRICCIONE,Principal,718-796-0360,718-796-0054,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",50
11X041,X041,P.S. 041 Gun Hill Road,DOE,General Academic,Elementary,3352 OLINVILLE AVENUE,https://www.41gunhillroad.org/,,0,,0,,212,12,37400,BX44,Williamsbridge-Olinville,Michelle Moore,Principal,718-652-3461,718-231-2668,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",47
09X042,X042,P.S. 042 Claremont,DOE,General Academic,Elementary,1537 WASHINGTON AVENUE,https://www.theclaremontschool.org/,https://www.theclaremontschool.org/pta,1,PTA General,1,-1,203,16,16900,BX01,Claremont-Bathgate,LUCIA ORDUZ CASTILLO,Principal,718-583-7366,718-583-7345,9,9,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",42
07X043,X043,P.S. 043 Jonas Bronck,DOE,General Academic,Elementary,165 BROWN PLACE,https://ps043x.echalksites.com/,,0,,0,,201,8,2500,BX39,Mott Haven-Port Morris,DR. GIOVANNA DELUCCHI,Principal,718-292-4502,718-292-4504,7,7,COMMUNITY SCHOOL DISTRICT 07,"ALVAREZ, RAFAEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",40
12X044,X044,P.S. 044 David C. Farragut,DOE,General Academic,Elementary,1825 PROSPECT AVENUE,https://www.communityschool44.com/,,0,,0,,206,17,36902,BX17,East Tremont,Melissa Harrow,Principal,718-583-2360,718-901-4068,12,12,COMMUNITY SCHOOL DISTRICT 12,"ROSADO, JACQUELINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",48
10X045,X045,Thomas C. Giordano Middle School 45,DOE,General Academic,Junior High-Intermediate-Middle,2502 LORILLARD PLACE,https://www.ms45.org/,,0,,0,,206,15,38700,BX06,Belmont,ANNAMARIA PERROTTA,Principal,718-584-1660,718-584-7968,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",48
10X046,X046,P.S. 046 Edgar Allan Poe,DOE,General Academic,Elementary,279 EAST 196 STREET,https://www.ps46bronx.org/,,0,,0,,207,15,40501,BX05,Bedford Park-Fordham North,JENNIFER ALEXANDER ADE,Principal,718-584-4450,718-584-7402,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",52
12X047,X047,P.S. 047 John Randolph,DOE,General Academic,Elementary,1794 EAST 172 STREET,,,0,,0,,209,18,7600,BX08,West Farms-Bronx River,THOMAS GUARNIERI,Principal,718-824-0950,718-904-1166,12,12,COMMUNITY SCHOOL DISTRICT 12,"ROSADO, JACQUELINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",43
08X048,X048,P.S. 048 Joseph R. Drake,DOE,General Academic,Elementary,1290 SPOFFORD AVENUE,https://www.ps48x.org/,,0,,0,,202,17,9300,BX27,Hunts Point,JOSEPH DICRESCENTO,Principal,718-589-4312,718-842-6993,8,8,COMMUNITY SCHOOL DISTRICT 08,"TOBIA, ERIKA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",41
07X049,X049,P.S. 049 Willis Avenue,DOE,General Academic,Elementary,383 EAST 139 STREET,https://www.willisaveschool.com/,,0,,0,,201,8,3900,BX39,Mott Haven-Port Morris,Frank Hernandez,Principal,718-292-4623,718-292-4568,7,7,COMMUNITY SCHOOL DISTRICT 07,"ALVAREZ, RAFAEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",40
10X051,X051,The Bronx STEM and Arts Academy,DOE,General Academic,Elementary,695 EAST 182ND STREET,https://ps51bronx.org/,https://ps51bronx.org/pta/,1,PTA General,1,,206,15,39100,BX06,Belmont,Min Hong,Principal,718-733-0347,718-733-5142,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",48
09X053,X053,P.S. 053 Basheer Quisim,DOE,General Academic,Elementary,360 EAST 168 STREET,http://www.ps53.org/,,0,,0,,204,16,17500,BX14,East Concourse-Concourse Village,COLLIN WOLFE,Principal,718-681-7276,718-681-7298,9,9,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",44
10X054,X054,P.S./I.S. 54,DOE,General Academic,Elementary,2703 WEBSTER AVENUE,https://www.ps54.org/,,0,,0,,207,15,40502,BX05,Bedford Park-Fordham North,Marybelle Ferreira,Principal,718-584-4203,718-584-4326,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",52
09X055,X055,P.S. 055 Benjamin Franklin,DOE,General Academic,Elementary,450 SAINT PAUL'S PLACE,,,0,,0,,203,16,14702,BX01,Claremont-Bathgate,LUIS TORRES,Principal,718-681-6227,718-681-6247,9,9,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",42
10X056,X056,P.S. 056 Norwood Heights,DOE,General Academic,Elementary,341 EAST 207 STREET,https://www.ps56bronx.org/,,0,,0,,207,11,42902,BX43,Norwood,M Oneill,Principal,718-920-1100,718-920-1105,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",52
12X057,X057,P.S. 057 Crescent,DOE,General Academic,Elementary,2111 CROTONA AVENUE,,,0,,0,,206,15,37300,BX17,East Tremont,Mary Blandino Sanche,Principal,718-367-9446,718-561-7972,12,12,COMMUNITY SCHOOL DISTRICT 12,"ROSADO, JACQUELINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",48
09X058,X058,P.S. 058,DOE,General Academic,Elementary,459 EAST 176 STREET,,,0,,0,,206,15,39500,BX01,Claremont-Bathgate,VELMA GUNN,Principal,718-583-6866,718-583-6895,9,9,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",48
10X059,X059,P.S. 059 The Community School of Technology,DOE,General Academic,Elementary,2185 BATHGATE AVENUE,https://www.ps59bronx.com/,https://www.ps59bronx.com/school_teams_committees,1,PTA General,1,,206,15,39500,BX01,Claremont-Bathgate,Sita Basu,Principal,718-584-4730,718-584-7518,10,10,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",48
12X061,X061,P.S. 061 Francisco Oller,DOE,General Academic,Elementary,1550 CROTONA PARK EAST,,,0,,0,,203,17,15300,BX75,Crotona Park East,Marjorie Cutler Sanchez,Principal,718-542-7230,718-589-7361,12,12,COMMUNITY SCHOOL DISTRICT 12,"ROSADO, JACQUELINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",42
08X062,X062,P.S. 062 Inocensio Casanova,DOE,General Academic,Elementary,660 FOX STREET,https://www.ps62x.org/,,0,,0,,202,8,8300,BX33,Longwood,LISA MANFREDONIA,Principal,718-585-1617,718-292-6327,8,8,COMMUNITY SCHOOL DISTRICT 08,"TOBIA, ERIKA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",41
09X063,X063,P.S. 063 Author's Academy,DOE,General Academic,Elementary,1260 FRANKLIN AVENUE,,,0,,0,,203,16,14900,BX35,Morrisania-Melrose,REINALDO DIAZ LENS,Principal,718-589-3058,718-589-4917,9,9,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",42
07X065,X065,P.S. 065 Mother Hale Academy,DOE,General Academic,Elementary,677 EAST 141 STREET,,,0,,0,,201,8,3300,BX39,Mott Haven-Port Morris,Jasmine Gonzalez,Principal,718-292-4628,718-292-4695,7,7,COMMUNITY SCHOOL DISTRICT 07,"ALVAREZ, RAFAEL",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",40
12X066,X066,P.S. 066 School of Higher Expectations,DOE,General Academic,Elementary,1001 JENNINGS STREET,,,0,,0,,203,17,15700,BX75,Crotona Park East,Kevin Goodman,Principal,718-319-2820,718-589-7375,12,12,COMMUNITY SCHOOL DISTRICT 12,"ROSADO, JACQUELINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",42
12X067,X067,P.S. 067 Mohegan School,DOE,General Academic,Elementary,2024 MOHEGAN AVENUE,,,0,,0,,206,17,36300,BX17,East Tremont,Jeffrey Santiago,Principal,718-823-4101,718-823-4105,12,12,COMMUNITY SCHOOL DISTRICT 12,"ROSADO, JACQUELINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",48
11X068,X068,P.S. 068 Bronx,DOE,General Academic,Elementary,4011 MONTICELLO AVENUE,https://www.ps68bronx.org/,,1,Parent Coordinator,,,212,12,42600,BX62,Woodlawn-Wakefield,AIDIMARIS SOLER,Principal,718-324-2854,718-324-3852,11,11,COMMUNITY SCHOOL DISTRICT 11,"VAUGHAN, CRISTINE",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",47
08X069,X069,P.S. 069 Journey Prep School,DOE,General Academic,Elementary,560 THIERIOT AVENUE,http://www.ps69bronx.org/,http://www.ps69bronx.org/parents,0,,0,,209,18,1600,BX09,Soundview-Castle Hill-Clason Point-Harding Park,Sheila Durant,Principal,718-378-4736,718-328-0925,8,8,COMMUNITY SCHOOL DISTRICT 08,"TOBIA, ERIKA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",43
09X070,X070,P.S. 070 Max Schoenfeld,DOE,General Academic,Elementary,1691 WEEKS AVENUE,https://www.ps70bronx.com/,,0,,0,,204,15,22902,BX41,Mount Hope,KERRY CASTELLANO,Principal,718-583-6000,718-583-6006,9,9,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",44
08X071,X071,P.S. 071 Rose E. Scala,DOE,General Academic,K-8,3040 ROBERTS AVENUE,https://ps71.echalksites.com/,,0,,0,,210,13,26602,BX10,Pelham Bay-Country Club-City Island,Margaret Mirando,Principal,718-822-5351,718-239-3111,8,8,COMMUNITY SCHOOL DISTRICT 08,"TOBIA, ERIKA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",45
08X072,X072,P.S. 072 Dr. William Dorney,DOE,General Academic,Elementary,2951 DEWEY AVENUE,,,0,,0,,210,13,15800,BX52,Schuylerville-Throgs Neck-Edgewater Park,MARGARITA COLON,Principal,718-822-5311,718-828-4459,8,8,COMMUNITY SCHOOL DISTRICT 08,"TOBIA, ERIKA",NYCDOE Borough Office - Bronx,"SAFFER, NANCY",45
